root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 196,920900616912
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 462,697729741229
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 548,892298041526
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 472,631413816872
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 384,350025753669
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 135,431935506706
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 973,17606619783
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 399,296233897386
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 810,979550765381
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1172,68783118199
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 217,10222537694
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, -81,38720822713
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 79,4573866834829
0, 0, 0, 1, 1, 0, 0, 1, 0, 0, -116,295409117468
0, 1, 0, 0, 0, 0, 1, 0, 1, 0, -98,2171206997251
0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 601,118642786521
