root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, -598,729845297256
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 74,3464965337591
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -222,955497010098
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 297,394566466303
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 241,051356199685
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 33,7241377081634
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -9,40289707548233
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, -232,835120004487
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 29,2514786203265
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 302,187654056082
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, -217,542107578836
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 222,101538931231
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -192,326124157319
0, 1, 0, 0, 0, 0, 1, 0, 0, 1, -63,6186451081524
0, 1, 0, 0, 0, 0, 1, 1, 0, 0, -645,7050497525
0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 258,308533669008
