root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, -565,752123786317
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 12,9508225475942
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -812,666640833933
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 94,587246534375
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 135,929178232305
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 59,0680297159665
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -12,197482167073
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, -234,393766152766
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 41,9368455718617
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, -26,6560033806515
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 52,662333601252
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -34,0132502348812
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -221,646215618504
0, 1, 0, 0, 0, 0, 1, 0, 0, 1, -88,3068267805977
0, 1, 0, 0, 0, 0, 1, 1, 0, 0, -655,313186558164
0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 225,217994800231
