root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 146,100822889081
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -168,199307161753
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 176,989667904112
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, -585,259090100175
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, -214,785817619387
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -145,86686866883
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -253,998565752501
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -662,327762673808
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 147,879790986184
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 366,62619266251
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 7,44065410698973
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -172,358487094093
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -106,725470542558
0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 140,002245242563
0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 2,22129198515817
0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 222,134619702575
