root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -100,897005321699
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 261,909816006304
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 151,198826654111
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 237,811076958983
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, -232,105998196955
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -139,032635643217
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -249,406409573202
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -615,731643326656
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 157,565968864832
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 314,372204339387
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 91,6420211649205
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -174,693011965926
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -580,957856737126
0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 137,890629002066
0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 43,9914466396829
0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 206,872631630584
