DMESG, 323666.1666486
DMESG_m, 12640.5018925531
SED, 41087.517243729
SED_m, 54409.9216289815
PATCH, 345398.514546299
PATCH_m, 42481.4006316305
BASENAME, 291031.918786686
BASENAME_m, 302447.964376551
CATV, 13765.37611882
CATV_m, 147471.638894273
TOYSH_ENVVARS, 357574.956715637
TOYSH_ENVVARS_m, 290830.279243658
TOYSH, 69044.8560202102
TOYSH_m, 162102.24019812
MKE2FS_LABEL, 214130.242440205
MKE2FS_LABEL_m, 224018.700522128
SORT, 38420.9514606993
SORT_m, 157212.297175625
TRUE, 35319.3533944959
TRUE_m, 30198.1136441295
TOYSH_PROCARGS, 175139.839539115
TOYSH_PROCARGS_m, 338304.801664985
MDEV, 382624.192728489
MDEV_m, 3441.87062584635
DF, 43296.5677871903
DF_m, 266748.954416458
READLINK, 379519.644012487
READLINK_m, 384395.117349277
TOYBOX_DEBUG, -49806.5766620467
TOYBOX_DEBUG_m, 8982.36430492558
TOYSH_TTY, 102973.397397954
TOYSH_TTY_m, 134621.533657771
EXIT, 38711.8093573264
EXIT_m, 78923.4765389552
BZCAT, -41555.8422744089
BZCAT_m, 244303.00474315
ONEIT, 49514.7281511316
ONEIT_m, 76628.7696253953
TOYSH_JOBCTL, 66131.8368084444
TOYSH_JOBCTL_m, 259425.935452637
DIRNAME, 61012.7176418279
DIRNAME_m, 173205.744566567
MKE2FS_EXTENDED, 350167.130647906
MKE2FS_EXTENDED_m, 87390.8521215442
TOYBOX_FREE, -33655.9076980076
TOYBOX_FREE_m, -14161.7293787716
CP, 75456.0798099724
CP_m, 45468.3936448714
TOYBOX, -44253.4665434869
TOYBOX_m, 57862.7734259288
NETCAT_LISTEN, 952.782271451116
NETCAT_LISTEN_m, 391291.376160639
UNAME, 37627.199463197
UNAME_m, 31247.7794712703
MDEV_CONF, 274287.896900979
MDEV_CONF_m, 351739.00682778
MKE2FS, 185380.729736651
MKE2FS_m, 337338.407418578
FALSE, -27210.2732291367
FALSE_m, 18772.381529739
TOYSH_PROFILE, 327138.650219483
TOYSH_PROFILE_m, 181767.988010769
TOYSH_ARRAYS, 252157.800038422
TOYSH_ARRAYS_m, 178708.016979393
MKE2FS_JOURNAL, 45923.0327780929
MKE2FS_JOURNAL_m, 362822.458144742
COUNT, -38871.2001316786
COUNT_m, -40821.7891864282
DF_PEDANTIC, 283490.906811762
DF_PEDANTIC_m, 304862.362843998
SEQ, -4114.72762806302
SEQ_m, 80343.1210622584
MKSWAP, 14289.1108221965
MKSWAP_m, 100232.724509723
TOYSH_PIPES, 384496.496115775
TOYSH_PIPES_m, 288706.802679279
TOYSH_BUILTINS, 382903.846170616
TOYSH_BUILTINS_m, 258520.711742758
HELP, -10998.1633278697
HELP_m, 343202.628348659
TOYSH_LOCALS, 352576.700687355
TOYSH_LOCALS_m, 203405.34536835
TEE, 346078.442664524
TEE_m, 82266.9582579884
MKE2FS_GEN, 375049.658175521
MKE2FS_GEN_m, 127403.240454486
SLEEP, 76420.617168478
SLEEP_m, 54424.3701621847
PWD, -60561.7213022832
PWD_m, -33376.9954999689
WHICH, 77003.8103798566
WHICH_m, 332144.60190493
SHA1SUM, 139101.018487062
SHA1SUM_m, 56066.9188587749
CD, 9277.07044150526
CD_m, -14470.3982271307
CD_P, 137177.423896599
CD_P_m, 37738.5848370946
NETCAT, 389173.370337487
NETCAT_m, 244632.218898896
TOYSH_FLOWCTL, 232819.115933754
TOYSH_FLOWCTL_m, 314378.764634041
CAT, 315366.17502545
CAT_m, 366834.205239063
ECHO, 23778.7185282578
ECHO_m, 315722.572592477
TOYSH_WILDCARDS, 265728.612524248
TOYSH_WILDCARDS_m, 146344.352302141
SYNC, 237584.209416877
SYNC_m, 110337.480780434
READLINK_F, 108958.071907083
READLINK_F_m, 382092.547561111
YES, 316681.659086538
YES_m, 16553.9745133056
CHROOT, 146758.489097638
CHROOT_m, 47686.8228277507
CHVT, 15316.2153248965
CHVT_m, 142240.140593288
TOYSH_QUOTES, 979.815239870135
TOYSH_QUOTES_m, 242205.319151841
RMDIR, 138053.326993015
RMDIR_m, 4939.10820767905
HELLO, 158336.731418555
HELLO_m, -11670.7636103814
CKSUM, 290715.52089456
CKSUM_m, 356996.404206567
SORT_BIG, 198901.589007106
SORT_BIG_m, 18639.7499958831
MKFIFO, 302778.251567222
MKFIFO_m, 285741.459401234
HELP_LONG, 357277.363062281
HELP_LONG_m, 39303.339549711
TTY, 305431.815871265
TTY_m, 336435.119681188
TOUCH, 294141.312194325
TOUCH_m, 263061.121633814
_X1, 17346.0292334543
_X2, 58227.6217031809
_X3, 132772.786977433
_X4, 255917.239872265
_X5, 114662.938545908
_X6, -44266.2582257806
_X7, 224485.767963185
_X8, 27780.0671692511
_X9, 307714.527598684
_X10, 124203.048088627
_X11, 96323.1022503646
_X12, 301684.109202418
_X13, 13710.3216874541
_X14, 8157.30613150086
_X15, -38858.4868920427
_X16, 368528.094035412
_X17, 261989.749160607
_X18, 154874.854268211
_X19, 297726.064912408
_X20, 277195.068950179
_X21, 267242.270503411
_X22, 189068.230234386
_X23, 70196.1526427153
_X24, 26229.1442241295
_X25, 44803.2921189804
_X26, -2791.89947834454
_X27, 44055.7146642668
_X28, 217845.161575156
_X29, 252869.213829865
_X30, 309798.287605108
_X31, 29677.1712346556
_X32, 290129.168544442
_X33, 9789.69304022641
_X34, 151797.724624745
_X35, 2068.86968095372
_X36, -39205.2941341442
_X37, 333958.344661925
_X38, -45059.6606549678
_X39, 76896.5487498691
_X40, -56519.1434848316
_X41, 13894.7490645323
_X42, 32348.1150082726
_X43, -14187.9112152469
_X44, 24721.1069008032
_X45, -60064.1597877301
_X46, 38289.2912247278
_X47, 185539.410101676
_X48, 11193.0676722557
_X49, 293543.554137987
_X50, 115180.035909625
_X51, 102922.149863487
_X52, 325198.482184734
_X53, 127474.424056057
_X54, 168776.663571432
_X55, 52207.9903835119
_X56, -1777.41907274677
_X57, 210199.646471849
_X58, 147260.374021389
_X59, 288062.750109453
_X60, -41910.3262187875
_X61, 102082.852353507
_X62, 258599.474908144
_X63, 331348.585703829
_X64, 96738.089943621
_X65, 47066.1658873451
_X66, -4764.49341774114
_X67, -40007.9093438628
_X68, -55606.859299873
_X69, 260596.793282909
_X70, 138680.813780689
_X71, 141024.869525682
_X72, 54475.3613492487
_X73, 105432.585126944
_X74, -58228.3580376203
_X75, 102736.050719097
_X76, -50096.6532023472
_X77, -56953.400089891
_X78, 81820.3176236515
_X79, 183348.307569793
_X80, -9889.89585985807
_X81, 59454.6611479762
_X82, 23920.6890883992
_X83, 23162.158288115
_X84, 213646.095254624
_X85, 95206.4582382531
_X86, -25787.512513602
_X87, 217771.538093335
_X88, 52845.107774981
_X89, 190793.299877315
_X90, 62727.4366838989
_X91, 21460.0917715248
_X92, 151677.767893142
_X93, 254366.494458296
_X94, 29200.0246315203
_X95, 133232.083218738
_X96, 30708.5633697201
_X97, 170721.023343678
_X98, 138916.689819114
_X99, -22094.5949821335
_X100, 303567.055053024
_X101, 25640.4730835409
_X102, 125209.368564635
_X103, -25963.2873832309
_X104, 21772.5292476731
_X105, 101532.579036511
_X106, 327686.232668297
_X107, 81006.25743712
_X108, 129363.991464705
_X109, 5974.58855141524
_X110, 256176.020254155
_X111, 72871.339157149
_X112, 11490.8646460765
_X113, 85157.6279560022
_X114, 245954.863166167
_X115, 299378.134142144
_X116, 208603.018547472
_X117, -4227.78814752376
_X118, 65007.0235581586
_X119, 29405.2958923999
_X120, 242980.549577979
_X121, 44174.1190356686
_X122, 295771.753372239
_X123, 201.097495186751
_X124, 45239.178968578
_X125, 11355.0897217458
_X126, 208187.623193057
_X127, 111658.572637317
_X128, 4483.92713238474
_X129, 96439.8391562755
_X130, -19469.8175000464
_X131, 69545.4490084896
_X132, 1977.4259309303
_X133, 83806.7996518629
_X134, -26901.4265990323
_X135, 309907.886080139
_X136, 117564.180196391
_X137, 249844.537602512
_X138, 15119.4355245356
_X139, 3809.11936435114
_X140, -26327.4894486033
_X141, 90928.7071947226
_X142, 41034.2945810063
_X143, 6540.14464755894
_X144, 14177.2837724958
_X145, -39489.908016079
_X146, 75985.0986729447
_X147, 24311.9197055827
_X148, 21276.3680812823
_X149, 44479.1523183072
_X150, 388781.420958213
_X151, -1842.53721364404
_X152, 82715.7655955715
_X153, 278222.623967881
_X154, 18221.5384685284
_X155, 28158.4324075329
_X156, 198456.973085648
_X157, -40995.3639172871
_X158, 107210.830918987
_X159, -52664.4729619969
_X160, 68467.8030893297
_X161, -33371.6147730062
_X162, 279753.480769628
_X163, 142552.044222593
_X164, -31196.8508103704
_X165, 42979.4228647715
_X166, 118195.338571104
_X167, 9719.55437866459
_X168, 117329.25903178
_X169, -28378.95714909
_X170, 160866.918534024
_X171, 38902.4980256862
_X172, 170434.009937532
_X173, 72598.0409076531
_X174, -28267.0464624379
_X175, -1999.81452286863
_X176, -31175.2939765586
_X177, 110976.085286802
_X178, 36508.2463066571
_X179, 102312.529871958
_X180, 199305.472584712
_X181, 77310.8193367894
_X182, 154971.947462832
_X183, 83165.6613388954
_X184, 305221.935140819
_X185, -45024.5857949229
_X186, 67375.4655695412
_X187, 14002.9892439212
_X188, 45207.4646539272
_X189, 30525.0324339577
_X190, 122280.894564061
_X191, 136428.850958051
_X192, 292397.468846273
_X193, 56629.6763143809
_X194, -19065.7898129651
_X195, 258738.650453875
_X196, 110418.844178244
_X197, 41195.8014612261
_X198, 144695.246289358
_X199, 117982.928222127
_X200, 234666.197821545
_X201, 5983.86931971955
_X202, 35521.690045647
_X203, 74278.5569035199
_X204, 334436.72219783
_X1_m, 160571.411606494
_X2_m, 272833.358427628
_X3_m, 38558.5848116216
_X4_m, 77964.737986572
_X5_m, 334877.865257585
_X6_m, 20779.6425847928
_X7_m, 2556.66458053761
_X8_m, 40468.3513205496
_X9_m, 76785.070047173
_X10_m, 25034.2715231842
_X11_m, 32433.586719501
_X12_m, 95198.2824982621
_X13_m, 114116.478316669
_X14_m, 270907.902188804
_X15_m, 33113.4867746484
_X16_m, 21326.9361547888
_X17_m, 79385.6942038912
_X18_m, 302303.402459424
_X19_m, 293781.248785085
_X20_m, 303156.657076522
_X21_m, 63369.1835486423
_X22_m, 128187.837684066
_X23_m, 75789.055033588
_X24_m, -42806.5376998836
_X25_m, 324531.28779787
_X26_m, 128042.064282493
_X27_m, -15017.5196757516
_X28_m, 300158.127033474
_X29_m, 147562.895979639
_X30_m, 276360.432041515
_X31_m, 81871.8433839498
_X32_m, 65253.235973041
_X33_m, 311347.038626196
_X34_m, 12334.9549486244
_X35_m, 80706.3226820723
_X36_m, 8787.19051610292
_X37_m, 72946.5589928591
_X38_m, 221070.084002146
_X39_m, 231214.084012428
_X40_m, 260751.903285281
_X41_m, 121703.91138218
_X42_m, 49309.5031123906
_X43_m, 68778.2012839293
_X44_m, 223714.508896158
_X45_m, -15364.6510015849
_X46_m, 333993.503098005
_X47_m, -49549.6292915815
_X48_m, -9716.83388236645
_X49_m, 62717.8470420148
_X50_m, 215020.811676291
_X51_m, 45944.330580283
_X52_m, 122897.071521345
_X53_m, 37843.7007496523
_X54_m, 99477.48014609
_X55_m, 102177.886238237
_X56_m, 39027.2266243351
_X57_m, 107607.125746909
_X58_m, 262053.265591908
_X59_m, 79734.9509196737
_X60_m, 7896.86706450635
_X61_m, 101313.190633191
_X62_m, 33412.8962455569
_X63_m, 269482.327403512
_X64_m, 74796.9241769114
_X65_m, 163613.791217617
_X66_m, 86368.9033969354
_X67_m, 43447.2054894569
_X68_m, 191010.868008526
_X69_m, 205895.401908744
_X70_m, 378461.836973011
_X71_m, -3487.77958408055
_X72_m, -17052.8061212073
_X73_m, 309672.868847925
_X74_m, 47601.4160971256
_X75_m, 355866.043425081
_X76_m, 26636.4881817576
_X77_m, 170579.319449899
_X78_m, 3060.37116609152
_X79_m, 99075.1306810756
_X80_m, -2843.63477784586
_X81_m, 235647.819993924
_X82_m, 45867.0712531528
_X83_m, -23436.5600360381
_X84_m, 41701.7515085462
_X85_m, 23774.8087102835
_X86_m, 57252.7779588125
_X87_m, -886.262546298
_X88_m, 8754.77658336004
_X89_m, 288348.272608327
_X90_m, 380174.374053506
_X91_m, 98580.619849971
_X92_m, 281392.215420511
_X93_m, 204484.92415296
_X94_m, 58507.6223273066
_X95_m, 101356.946399682
_X96_m, 91628.5282838925
_X97_m, -14042.3148364371
_X98_m, 299606.359755318
_X99_m, 194710.873222545
_X100_m, 55908.005578834
_X101_m, 18831.2172422118
_X102_m, 18625.1827226426
_X103_m, 144514.408609035
_X104_m, 48904.1480103667
_X105_m, -11817.1348158052
_X106_m, 194454.098115931
_X107_m, 153556.874324403
_X108_m, -8310.83585730021
_X109_m, 284143.82094104
_X110_m, 116599.541070751
_X111_m, -34052.8458127412
_X112_m, -41115.5553420647
_X113_m, 53046.4622915889
_X114_m, 74606.5751599661
_X115_m, -16789.4484030275
_X116_m, 53201.2502653488
_X117_m, 262766.259147392
_X118_m, 95810.6895518921
_X119_m, 73505.7296948058
_X120_m, 43543.2485706135
_X121_m, 55063.4709041496
_X122_m, 44844.463952514
_X123_m, 58256.7704353764
_X124_m, 73342.0234093232
_X125_m, 66133.4150692322
_X126_m, 184537.858824509
_X127_m, 145539.059623979
_X128_m, 93093.9834567558
_X129_m, 116596.3150965
_X130_m, 191657.096788244
_X131_m, 31632.9787594487
_X132_m, 215614.843872826
_X133_m, 91608.9152401857
_X134_m, 22214.7216861619
_X135_m, -16403.4515939581
_X136_m, 191510.838070709
_X137_m, 368814.222569903
_X138_m, 70118.7682463516
_X139_m, 20370.3231012577
_X140_m, 32206.116663991
_X141_m, 98282.3114350822
_X142_m, 43603.9912404272
_X143_m, 59064.0629466432
_X144_m, 104538.611833654
_X145_m, 74891.5712434081
_X146_m, -48852.0478963301
_X147_m, 219944.23655146
_X148_m, 108738.072790547
_X149_m, 92201.7531515429
_X150_m, 2044.61182761727
_X151_m, 372597.145402332
_X152_m, 255891.718598873
_X153_m, 83020.0891453689
_X154_m, 125908.578987907
_X155_m, 212485.78203734
_X156_m, 17391.8424810215
_X157_m, 18595.8668691933
_X158_m, 19882.5096311456
_X159_m, 265358.280035436
_X160_m, -50764.7681581255
_X161_m, 133424.893312162
_X162_m, 346681.560885504
_X163_m, 153177.318327439
_X164_m, 112040.921660986
_X165_m, -38754.3211472497
_X166_m, 67240.624176477
_X167_m, -2250.49530985772
_X168_m, 95868.5867763191
_X169_m, 92179.6587673512
_X170_m, 244160.028795407
_X171_m, 64414.9990685283
_X172_m, 72816.3269239221
_X173_m, 20568.445990981
_X174_m, 100587.041148133
_X175_m, 331843.81245903
_X176_m, 67409.5409960019
_X177_m, 366352.004029967
_X178_m, 313132.333054342
_X179_m, 24748.6770685087
_X180_m, 82745.3540215924
_X181_m, 6506.398030019
_X182_m, 52991.4377069557
_X183_m, 85132.36862676
_X184_m, 123429.89085918
_X185_m, 269353.4906473
_X186_m, 107844.418968975
_X187_m, 123773.734302861
_X188_m, 353835.723882229
_X189_m, 39661.4592455377
_X190_m, -54904.9979275159
_X191_m, 121687.204453635
_X192_m, 48145.0578763006
_X193_m, 7131.4895394167
_X194_m, -38673.5403290782
_X195_m, 10432.8262975337
_X196_m, 103089.109738785
_X197_m, 33176.986952659
_X198_m, 274887.855274114
_X199_m, 186225.530504071
_X200_m, 104889.357520462
_X201_m, 120226.910795372
_X202_m, 324168.567301049
_X203_m, 34073.3189127584
_X204_m, 164094.826396039
