root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 9,58802029767986
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 582,274796493639
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 100,706804429819
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 407,094948454381
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 892,682294611453
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -158,491988011129
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 619,876731413799
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 987,663597299922
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, -27,6074623549778
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 500,501252347041
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 17,4316354381874
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 988,318801408418
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1109,92408698308
0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 643,474630018613
0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1096,86112281389
0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 217,774777086372
