root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 320,9734578945
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 207,463779456746
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 732,681999965355
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 402,308134904762
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, -10,2163109704649
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 262,977060459228
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, -40,468274715548
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, -57,207763335931
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 425,116811223241
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, -7,43520770567331
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 21,9687182408563
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 926,521049726329
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 262,41974223592
0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 646,489807898858
0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 861,106582934272
0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1197,68028721427
