root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -490,433035865912
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -540,156091215496
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 160,447419501819
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -216,370979402973
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 182,757519556537
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -263,928951805322
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -609,487630151636
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -111,176787377865
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, -681,020413717092
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 349,479555649005
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -238,935145231889
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, -85,6982597811323
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 196,694391461716
0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 293,464602454699
0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 42,0082371394936
0, 0, 0, 1, 0, 1, 1, 0, 0, 0, -63,0730103357497
