root, time_passes, gvn, instcombine, inline, jump_threading, simplifycfg, sccp, print_used_types, ipsccp, iv_users, licm, 0
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -18,852211344219
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -22,7257393199275
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 29,0269111041736
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -44,8000041569473
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 41,9071833810849
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -11,8983716997614
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -45,5096138731489
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8,20284738735001
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 39,5623851620016
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 84,1741307048963
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 14,2289224377963
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -66,9168182162267
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -58,2342405501167
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 43,3977484896866
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -66,0649364090588
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 8,91551816171268
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 80,8695294984737
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, -60,9623465628853
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 46,5043773535604
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 12,6705013352901
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -0,933523861895228
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -8,4225649115491
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, -11,7840809100285
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, -83,2420629141712
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 11,4756673947501
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -34,2003945377583
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 11,4552210169221
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17,4668433155586
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, -58,4464651617566
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -43,7558222299489
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1,72539049526398
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 65,7086445819762
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, -73,3063655231543
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 9,51551669271311
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, -1,98624073743688
0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, -28,7824392748015
0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 11,4571806064612
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 72,7876670628021
