root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1049,92097540055
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 885,444759196556
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 754,477622114613
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 283,101888653359
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1091,78930543166
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, -94,3199802596428
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 589,141904536325
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 31,4763162876156
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 800,785692100171
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 217,643918629902
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 442,173444026953
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1002,0398616401
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 179,296653992546
0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 397,293837035881
0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 277,122475233247
0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 721,208493352905
