root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 812,968895935558
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 887,847345537113
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 762,168631123031
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 282,920828268538
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1091,78930543166
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, -80,5720790832729
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 72,2214044515645
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -19,9967516916955
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 800,755911435159
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 208,252693723097
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -124,029554568635
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1003,44023045455
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 165,713439876225
0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 325,5135484612
0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 353,555857771199
0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 687,764841171539
