root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, -283,715132994788
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 106,675898171963
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 130,780401797
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -100,292934949407
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -94,4501810425318
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 108,455537459462
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -59,810175396776
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 130,036652193385
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, -856,794960904917
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -46,5201175652108
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 87,6898294355881
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, -972,697724302605
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 148,234323916155
0, 0, 0, 0, 0, 1, 0, 1, 1, 0, -185,945890549355
0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 214,717770436092
0, 0, 0, 0, 1, 1, 0, 1, 0, 0, -443,130275691174
