root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 80,6749433874531
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -151,186005963293
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, -101,036674418288
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 491,266631524341
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 411,638830362547
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -56,6015495253138
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 80,581317403815
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1035,66941809034
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1146,1349397991
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 364,080768308275
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 90,2073200426858
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, -128,148289946455
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, -157,19996546875
0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 447,789384091483
0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1087,26161666733
0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 269,903564970544
