root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -14,5911958011668
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -69,5753804345751
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, -55,892309291877
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -25,7261239709585
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -148,277009432382
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 74,4621897560949
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 278,531713903982
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 14,2239138301822
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 181,20973230259
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -120,877031507164
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -60,0522340211441
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 219,446826515947
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -99,498072517604
0, 1, 0, 0, 0, 0, 1, 0, 0, 1, -79,1242255426143
0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 232,71199728316
0, 0, 1, 1, 0, 0, 0, 0, 1, 0, -22,8759708381627
