root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -4,46854756325659
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -69,7372565186421
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, -212,537596349357
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 142,101652119237
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -257,733326330822
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 56,2604648314914
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 86,2286666838881
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 74,3008674347248
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 198,409392194325
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -169,431787437347
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -48,7798219349438
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 224,37523051608
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 235,12450904067
0, 1, 0, 0, 0, 0, 1, 0, 0, 1, -15,0955242124289
0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 207,577975654446
0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 97,0726678604266
