root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 281,645168382724
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 227,431531023139
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 129,859113600736
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -7,21805057948905
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, -110,997875268561
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 58,9344956144098
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -39,1375055882983
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -119,010342190591
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2,15319688675444
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 7,58897226894261
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -121,664701023097
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 240,767344634729
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 30,5623514368396
0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 29,6994722574728
0, 1, 0, 1, 0, 0, 0, 1, 0, 0, -230,713515215395
0, 0, 0, 0, 1, 0, 1, 0, 0, 1, -178,542836309286
