root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 834,188811689911
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, -168,037990505113
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, -182,569680349565
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 740,301650162646
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -27,443165263579
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -2,57276962193149
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -131,868746533219
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -107,325548431121
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 651,539899972364
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1105,60122477276
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 327,285939305979
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1032,39450314239
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -73,0852251886719
0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 807,105146119917
0, 0, 1, 0, 1, 0, 0, 1, 0, 0, -152,485429300299
0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 226,42250686656
