root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 119,14805213558
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, -209,077853057642
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -75,8951493907631
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 25,7447442047501
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -24,1646538555104
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -744,348686684305
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, -758,208233584041
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, -21,3310203320622
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -134,684303962873
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 33,8003323189638
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 451,356965393086
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 360,232869899491
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -0,459284820223871
0, 0, 0, 1, 0, 0, 0, 1, 0, 1, -589,409620816826
0, 0, 0, 1, 1, 0, 0, 0, 0, 1, -87,7294702971108
0, 0, 0, 1, 1, 0, 0, 0, 1, 0, -177,601100510972
