root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -701,68919181828
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 281,396861554596
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -59,5498390860926
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 253,958714601616
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -18,6020647300774
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -341,633493767843
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 180,593576102072
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 8,5728367382203
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -672,251827072642
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -450,19918708899
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, -382,317529810157
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 193,790925147385
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 19,5610461280351
0, 0, 0, 1, 0, 0, 0, 1, 0, 1, -807,82922055901
0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 245,310130294581
0, 0, 0, 1, 1, 0, 0, 0, 1, 0, -36,3575401122183
