root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 352,778644584275
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 185,321773697636
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -409,974510039961
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 335,256830494734
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 268,746168925838
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, -65,3321324988023
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, -118,070885294334
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -133,966692121172
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 310,890081942836
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -52,3677430043299
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -47,8939981496424
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -264,451541606645
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 104,127081072997
0, 0, 1, 1, 1, 0, 0, 0, 0, 0, -285,788535417925
0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 182,894591927998
0, 0, 1, 0, 1, 0, 0, 0, 0, 1, -136,666971819646
