root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, -505,924469883705
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 33,1854624264311
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 209,777908166453
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -153,453360874685
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 348,294392905502
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 232,186045406241
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, -350,191115710194
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 138,716146465839
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 65,2165744751258
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 241,912930818119
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -29,9296951894006
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -206,89490643476
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, -28,5307458501146
0, 0, 1, 1, 1, 0, 0, 0, 0, 0, -155,44671658317
0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 136,209984384874
0, 0, 1, 0, 1, 0, 0, 0, 0, 1, -158,421632370159
