root, time_passes, gvn, instcombine, inline, jump_threading, simplifycfg, sccp, print_used_types, ipsccp, iv_users, licm, 0
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -78,0329348355901
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 42,2620200971176
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -12,4623893152439
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 16,0522851511808
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, -63,1301967691956
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -0,823719662465228
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 18,8955024254532
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, -30,0487735593416
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 5,27013064225172
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 22,2396741221723
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 44,9161250475817
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, -8,00715627984762
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -25,684833132453
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 17,6573173021953
0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -8,60731667345328
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -10,9925540070402
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -41,2536202982901
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, -19,9906644574034
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 17,3431135769462
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 14,1930947451992
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -21,2060506796287
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 20,2909600894842
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -6,1839338958103
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -80,0609869596628
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -18,7007954282393
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, -8,02373377391086
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, -84,6650860884494
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -0,73756812693631
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28,245278385261
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, -50,3066688693232
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 9,90133120788819
0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 2,2263804433098
0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 28,0149435940365
0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, -56,6719759247452
0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 45,1415194232064
0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -3,01662066023845
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 12,5728601673858
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, -27,7211946039276
