root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 194,525746585964
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 128,787742943885
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 622,271842231409
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 127,956508716639
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1092,78783114094
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 428,466005975714
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 283,621847713664
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 932,276674169776
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 758,369929708515
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 685,360595926675
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 153,451985746899
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 917,968246788197
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 893,626312642264
0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 880,944257767164
0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1032,41075375198
0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 748,228587224711
