root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 83,7948791413446
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 144,33209390898
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 500,577448860588
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 251,330683788051
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1093,87333912847
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 214,994518015885
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 294,226711099535
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 106,408238692234
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 228,060555639897
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 728,063245540372
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 129,776599274265
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 924,878917219544
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 943,660842663667
0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 385,381540608525
0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 947,198525047295
0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 728,345203727413
