root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 191,983493740236
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -362,541618569574
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 11,4686916137044
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 78,815024410661
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -179,982249914713
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -39,251797660596
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 20,7983118293106
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -268,64337452293
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, -245,92500252023
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -48,6962732951975
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 138,630493977035
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 259,77253207638
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -34,8275313533013
0, 0, 1, 1, 0, 0, 0, 1, 0, 0, -642,016112930117
0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 227,216399859614
0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 101,686914662503
