root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -711,679610558763
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -266,153542337349
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -343,476652551137
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, -55,4178002115346
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 114,072813994631
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, -101,765825340984
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, -146,31881665806
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 165,12413653184
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 110,614882627722
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -112,029191857625
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 155,79871728047
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 161,973508682644
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, -421,116167860422
0, 0, 1, 0, 1, 0, 1, 0, 0, 0, -100,701542919772
0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0,186389650995039
0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 108,361567495255
