root, time_passes, gvn, instcombine, inline, jump_threading, simplifycfg, sccp, print_used_types, ipsccp, iv_users, licm, 0
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 6,24020883247485
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 8,46978468777816
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 30,3278007098214
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 20,9062223890494
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -41,5834976184108
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -11,9271995265103
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -27,3474875956747
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 64,7592929737457
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -70,0598523116858
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -22,4773424776745
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3,88764056072342
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 17,9565244382529
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 15,2208115564965
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -24,0060941771359
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -8,42911399837225
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, -59,2959727959465
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -75,29774865421
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 22,283080747541
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 53,2661398674981
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 53,6376041645584
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 49,1974242291971
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, -28,7877951603729
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -0,957957029817481
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 14,007926207034
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -8,6929393689536
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 51,3443616992733
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, -39,1341081680901
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, -10,8431772449774
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -45,6112155597967
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 57,3900231306186
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5,96384591634912
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 10,1064366970611
0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -20,6751099628238
0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 11,9813293675878
0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -9,02497325738634
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 23,9136506750562
0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, -57,8436766198941
0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0,589189660471476
