root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 480,185320060257
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 18,4822969398617
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 438,557946672291
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -107,240539376988
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 53,8594715620524
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -29,0971789397903
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -72,4968091762815
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 955,30620695831
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 80,5252235636049
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -112,669900904106
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 650,862668639678
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 320,504576797415
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1112,30136698882
0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 207,777830057042
0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 201,747056472068
0, 1, 0, 0, 1, 0, 0, 1, 0, 0, -97,2682961575305
