root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, -130,840791823433
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, -161,626453522416
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 329,457674328255
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, -119,568206920818
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 96,9366469921036
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 84,1217377017414
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 351,67720592424
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, -972,343573569127
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, -496,78203320746
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, -692,265404710016
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 25,1854543951368
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 46,7827051058861
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, -669,091793137806
0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 7,73608190665083
0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 210,654239712494
0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 151,852015779307
