root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, -6,49479425597366
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -219,303064248566
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 213,725946754522
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 328,467281196902
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, -165,641689325932
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 193,054483469052
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 6,86038398518974
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -154,992997268775
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 136,815266490729
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, -231,569452554228
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, -68,489314450071
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 299,091350695443
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 53,8927437062882
0, 0, 0, 1, 0, 1, 0, 0, 0, 1, -113,209055175742
0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 247,98843596874
0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 190,071080218014
