root, time_passes, gvn, instcombine, inline, jump_threading, simplifycfg, sccp, print_used_types, ipsccp, iv_users, licm, 0
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -12,592663516107
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 9,95420688998034
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 29,6208765292394
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -40,786591977852
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -43,7020130323276
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 29,4431510774543
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, -14,9326814248365
0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 27,1896115679463
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 13,7086078622466
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 30,7501133958871
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, -24,2577381356252
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, -31,4662812766847
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -60,5112322077189
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, -33,9456728375157
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -0,803620740228808
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -41,1062351503839
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, -53,7269185917658
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, -5,45231465581392
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 29,2641939666892
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, -49,3427898313646
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 8,12222246534395
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -29,9419243278701
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -53,1603371942273
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 7,55942211882935
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 30,8328873431721
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, -16,9891800371021
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -3,85526816859686
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 37,3029754478355
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 39,5831671551266
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -61,2586186163963
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34,8913834672936
0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, -41,664687334872
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, -29,9584923719066
0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 8,90806496852465
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 7,13715865603998
0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, -9,61848700194721
0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, -17,681916167725
0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 4,54143111112571
