root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, -66,6790690157796
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 18,7578613319552
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 16,1438390539225
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, -158,075014656751
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 8,72778630652923
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -464,541456732477
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, -439,626625575487
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, -76,9294829295631
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 159,826587092197
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -80,7582903200115
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 63,6150298543603
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -53,8714574045596
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 66,0840367411526
0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 14,8341489300269
0, 0, 0, 0, 1, 0, 1, 1, 0, 0, -374,268675599882
0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 212,764884536928
