root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 262,009987605923
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 909,796943941713
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, -76,6155113883153
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 958,482295786591
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 410,617568637833
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 691,149592490833
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 42,9030525117451
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 925,522357510284
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 294,4878309825
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 414,928338278403
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 516,751361252948
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -111,915424884183
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -79,0519253803645
0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1011,34064557511
0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 603,957658699381
0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 761,35134209825
