root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 261,286811828381
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 317,282252064141
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, -63,5207705983488
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -50,5671959343306
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 370,038487970143
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 754,326213799243
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 60,0059786560262
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 63,8104211748529
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 352,84077635296
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 415,095462789532
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 545,101420725875
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -88,9322864777658
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -141,250723139889
0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 6,59994426133477
0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 965,125891151298
0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 761,682443080992
