false,0,5.18719305973557
false,2,5.13908062249965
false,0,5.63243960674901
false,0,5.03369711973594
false,0,6.07322590665723
false,0,6.41314197350764
false,0,6.43949003043574
false,1,6.29774873594065
false,4,6.21572636216058
false,0,7.04300602899576
false,0,5.00357253625968
false,1,6.04945808667921
false,0,5.2201143456991
false,0,7.09989181812373
false,0,5.56000433403179
true,1,6.97347563353655
false,3,6.65393166668665
false,0,5.59071608624542
true,0,8.19378995607806
true,3,7.1866455759151
false,0,6.5536330719802
false,0,5.7099843387382
false,1,7.06834394942459
false,1,6.24856469892461
false,3,5.65759807176172
false,0,7.84179590905445
false,0,5.36785942019942
false,1,6.21018981744833
false,0,6.32440351258127
false,0,5.38302314039983
false,0,5.62869684677133
false,1,5.28963810506754
false,0,5.5749608311678
false,0,5.27402071966893
false,0,6.07215729499582
true,0,5.78654932653919
false,1,6.43445361240439
false,0,5.40295054428361
false,0,7.4640806215993
true,0,5.62542360200483
false,1,5.35993056296152
false,0,5.29852419080917
false,0,5.77697783191475
false,1,7.28823302390009
false,0,6.16935330360894
false,0,6.39019818537342
false,1,6.05422738608789
false,1,7.72162867914271
false,0,6.47037772837252
false,0,5.37299345237066
false,1,5.14590302592389
false,1,6.2397817508023
false,0,5.44965669872392
false,0,5.6801523067306
false,2,7.83510309115073
false,1,5.04987609661273
false,0,5.29616878487203
false,3,5.71322017278962
false,0,6.2259312994257
false,0,6.00841723379656
false,0,5.41719479204815
true,3,5.89629451199605
false,3,5.34107131439197
false,0,12.5087167753663
false,0,7.39395928138637
false,3,6.34545523715884
false,0,6.28146170686283
false,0,6.54502497888942
false,0,6.41243495902021
false,2,8.04160197105997
false,0,10.6146029220848
true,0,6.77896392875846
false,0,6.56352505199989
false,0,6.84748649559076
false,4,5.59956467706687
false,0,9.86410771911142
false,1,6.1801639679191
false,0,5.40639531794072
false,3,6.11746145596197
false,1,5.05679319786992
false,0,8.31991384833394
false,6,6.65695966830666
true,3,8.6133282363526
false,1,7.03798517483891
false,3,6.81794752285888
false,0,5.12651438650981
false,6,5.11763525334244
false,0,6.35166333846081
false,0,6.42273208632419
false,0,6.77754117757467
false,1,6.06045659504615
false,1,5.50964550059339
false,1,6.96864674423711
false,5,5.27884359108934
false,0,5.66179917319724
false,5,5.68422379703075
false,0,6.07985109392028
false,0,8.15311020210818
false,1,5.01647614638212
false,0,6.26888366964325
