root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 576,975813299418
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 763,782989633739
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 686,142126392916
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 62,0823777102761
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 100,611883877945
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1177,56989009547
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 575,371407747769
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 72,3696867067451
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1047,41557466957
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 393,954248888086
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1020,04243957025
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 268,780935298471
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 122,103871017823
0, 1, 0, 0, 1, 1, 0, 0, 0, 0, -116,841450904857
0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 339,513255180716
0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 497,139863053868
