root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 430,037631280014
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1004,59170881221
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 694,07809687323
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 67,4918054654935
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 893,231919734209
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 222,036229212485
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 227,241821226253
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1099,72559264845
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1018,74765892674
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -107,407804071763
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 603,501935857109
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -72,3330400675311
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 670,240476770502
0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 209,132175500126
0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 417,817784014871
0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 410,232917110352
