root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -8,92010947681308
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 38,4566617338754
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 904,59391012836
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 527,930738967457
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 862,494065005075
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 52,0082701147763
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -20,4208439486604
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 100,738041235398
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -126,293095774226
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 130,433177279549
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 74,1274173746888
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 618,588074194618
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 256,379942761779
0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 728,573739876379
0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 13,3443002756888
0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 306,392153026172
