root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 42,1958670907442
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1123,38214607361
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 261,674070145331
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 294,902821342823
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, -27,5159588662142
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 81,313357012522
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -107,942339332615
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 101,480839396812
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 768,055491088066
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1091,17656892525
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 74,1274173746888
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 579,149067273786
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 497,738043090038
0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 447,616362230371
0, 0, 0, 0, 0, 1, 1, 1, 0, 0, -67,2935823997032
0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 304,473586332287
