root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 977,426260540758
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 991,327389469479
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 18,7435698282369
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 464,370703515835
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 953,864467170238
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 31,3356991440792
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -107,860279805674
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1123,12064725693
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 767,850738872271
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 206,927960815165
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 68,077155017266
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -79,2181464132028
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 509,124393542965
0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 444,888447754262
0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 605,561840292246
0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 306,678950018195
