root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 860,230026996267
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 723,573572839379
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 412,097664646465
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 620,040928862837
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 438,209566493466
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 353,958745278792
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -152,811472622565
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 284,076225976032
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, -41,3953589204694
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 566,628218386905
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 333,122464439684
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -150,670982149641
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 455,849706311152
0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 772,232344525672
0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 187,654463640329
0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1242,1684185074
