root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -262,371068781178
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -57,3468955636332
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 73,6624851697469
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, -100,702868623117
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, -156,127873356514
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -258,440093730129
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 9,84999378452187
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0,551368477262246
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 188,720890629514
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 166,056133338909
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 86,267580768977
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 79,8799705928883
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 230,338462908151
0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 309,560301450591
0, 1, 1, 0, 0, 0, 1, 0, 0, 0, -161,519605838954
0, 1, 0, 0, 1, 0, 0, 0, 1, 0, -351,869848313341
