root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -279,910009465557
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -70,7390889058096
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, -94,6800195984071
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 330,380287209084
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, -73,8442026367574
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -51,3611678273889
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -197,50796116347
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 22,840047206842
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 113,602109150136
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, -5,34153002177132
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 96,0910852441235
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, -257,299122011657
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 111,090704575816
0, 0, 0, 0, 1, 0, 0, 1, 0, 1, -122,2205552785
0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 215,938620176329
0, 1, 0, 0, 1, 0, 0, 0, 1, 0, -346,123575769728
