root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -222,905009743001
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -90,5623904646634
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 25,0387771430111
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 312,532007227844
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 308,919785542488
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -356,384890340292
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -147,601203532448
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 129,536608817961
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -222,675233197589
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 7,17165136952207
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 122,718302997963
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 81,4965109978939
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 98,282971418209
0, 0, 0, 0, 1, 0, 0, 1, 0, 1, -135,020707983495
0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 259,562999542625
0, 1, 0, 0, 1, 0, 0, 0, 1, 0, -143,983866034552
