root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 624,757338253594
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1080,01051932553
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 78,1051229606408
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 989,018581412074
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1048,5561343047
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -58,1681299347415
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1143,72350776641
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 543,168920886529
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, -117,220932689725
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 506,64702647847
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 981,478977597423
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -32,4964010496493
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, -73,767962738614
0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 534,67246664688
0, 0, 0, 0, 1, 1, 0, 1, 0, 0, -31,645060823489
0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 389,856804673946
