root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 169,543463542212
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 119,88265692684
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -0,386779539951543
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 168,042627963703
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 202,367393536756
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 93,1099017356672
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -260,527620306809
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -24,5653467941701
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, -733,203409059402
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -112,138938364812
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 38,9427507525827
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 214,711552473572
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 213,892217175754
0, 0, 0, 0, 1, 0, 1, 1, 0, 0, -22,6791551588151
0, 1, 0, 0, 1, 0, 0, 1, 0, 0, -87,3304229783932
0, 1, 0, 0, 0, 0, 0, 1, 0, 1, -577,094084685757
