root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -94,6593613333015
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, -785,774582643695
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -22,9371259798225
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 243,53462973562
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 121,705503192779
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 29,101253813773
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -288,897213470045
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -24,5179941317681
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, -615,19008686685
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -181,746217613027
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 70,1298301385562
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 164,886605148155
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 216,870752708484
0, 0, 0, 0, 1, 0, 1, 1, 0, 0, -3,0814585734511
0, 1, 0, 0, 1, 0, 0, 1, 0, 0, -97,8061764111306
0, 1, 0, 0, 0, 0, 0, 1, 0, 1, -589,117660006418
