root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -90,8552424697736
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 70,4361228873763
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -8,78761518822801
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 167,912853114669
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 105,4554238999
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 92,6145499440294
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -296,661443851834
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 25,0198671448674
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, -718,749918912306
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -120,417563999084
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 72,1060013029941
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 232,190246026317
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 225,838315994454
0, 0, 0, 0, 1, 0, 1, 1, 0, 0, -15,5343006367828
0, 1, 0, 0, 1, 0, 0, 1, 0, 0, -86,6721602950826
0, 1, 0, 0, 0, 0, 0, 1, 0, 1, -577,094084685757
