r,_r,false,0,0
m,_r_1,false,0,11.10053255448098
c,_r_1_4_5,true,6,8.490036886650904
c,_r_1_4_6,true,8,11.17712822420052
m,_r_7,false,0,8.652365098069156
c,_r_7_13_14,false,0,14.168120105557618
c,_r_7_13_15,false,0,11.616664958547313
c,_r_7_13_16,false,0,11.67715956335365
c,_r_7_13_17,true,3,15.0
o,_r_18,true,7,5.0
c,_r_18_21_22,true,5,13.979165143044051
c,_r_18_21_23,true,4,10.85504438044433
m,_r_24,false,0,11.394874889165276
c,_r_24_25_26,false,0,12.315617904480884
c,_r_24_25_27,true,7,13.18643450496193
m,_r_28,true,6,5.0
c,_r_28_29_30,true,6,11.675782451933605
c,_r_28_29_31,false,0,8.098099445636832
c,_r_28_29_32,true,10,12.870260373723864
o,_r_33,false,0,7.499451710937752
c,_r_33_34_35,true,2,15.0
c,_r_33_34_36,true,4,7.857753327990226
m,_r_37,true,7,14.068859872409796
c,_r_37_38_39,false,0,15.0
c,_r_37_38_40,true,6,5.0
c,_r_37_38_41,false,0,12.03031202588355
m,_r_42,true,2,10.72692664678105
c,_r_42_43_44,false,0,10.96856028500023
c,_r_42_43_45,false,0,8.176224345907332
m,_r_46,true,5,14.000687410774828
c,_r_46_47_48,true,7,15.0
c,_r_46_47_49,false,0,9.67904140606884
m,_r_50,false,0,6.234698122331903
c,_r_50_51_52,false,0,7.93083404293823
c,_r_50_51_53,false,0,8.269100884825006
m,_r_54,true,7,9.309355978158775
m,_r_54_57,false,0,9.225719136552375
c,_r_54_58_59,true,8,7.01721667372829
c,_r_54_58_60,false,0,13.058010205631987
m,_r_61,true,6,7.356727097837219
c,_r_61_62_63,false,0,11.407556643972608
c,_r_61_62_64,true,8,7.793633925650631
c,_r_61_62_65,true,7,15.0
m,_r_66,true,7,5.0
c,_r_66_67_68,false,0,9.747049406707717
c,_r_66_67_69,true,5,11.742659491020104
c,_r_66_67_70,true,5,9.544306825568983
c,_r_66_67_71,false,0,13.832545040253246
o,_r_72,true,4,11.071832023388847
c,_r_72_73_74,true,5,5.863537069281422
c,_r_72_73_75,false,0,5.3140958264280895
m,_r_76,false,0,11.309662145450194
c,_r_76_77_78,true,6,7.462453725509567
c,_r_76_77_79,false,0,5.0
c,_r_76_77_80,true,4,10.38048835079201
o,_r_81,false,0,5.560721456166829
c,_r_81_82_83,true,4,13.828923451827865
c,_r_81_82_84,false,0,12.953913953032513
o,_r_85,false,0,15.0
o,_r_86,true,6,15.0
o,_r_90,true,7,10.181901905365676
c,_r_90_91_92,false,0,5.4091387596175995
c,_r_90_91_93,true,8,11.99923081573677
c,_r_90_91_94,true,4,5.0
o,_r_95,true,9,6.280848055590253
c,_r_95_98_99,false,0,5.0
c,_r_95_98_100,true,6,5.0
m,_r_101,true,4,5.243273334781787
c,_r_101_102_103,false,0,5.0
c,_r_101_102_104,true,3,13.760461561165405
o,_r_105,true,6,12.84498563962586
o,_r_106,false,0,14.000543409095311
