root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 528,501422494507
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 450,713692001897
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, -141,059017607145
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 572,364852644911
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -131,63140829665
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 147,4143040238
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, -111,059720121609
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 760,025218899919
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -159,563039447768
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, -109,927076097579
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 20,5107090003668
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 949,670535848625
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 643,420932943828
0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1071,9507155344
0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 299,048210528603
0, 0, 1, 0, 0, 1, 1, 0, 0, 0, -167,236752785498
