root, time_passes, gvn, instcombine, inline, jump_threading, simplifycfg, sccp, print_used_types, ipsccp, iv_users, licm, 0
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 18,5609892108805
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 92,9918728512232
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -27,9321464284471
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 43,892954921535
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 40,2942563291609
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, -20,7207886785117
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, -67,4663171572431
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11,9153111453608
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -11,6121592926403
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -10,8840511077268
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -30,4743972018259
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -22,1506768985002
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -18,9831088150892
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 8,66423414873483
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -50,4988873849212
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, -38,8759840410994
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, -6,68594367163527
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, -22,0917025135185
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 34,6233791616268
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -52,1903618402435
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -3,09242697189705
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, -25,9253235404068
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 23,6844178636047
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, -13,6057118951942
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -24,7790756213149
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 22,1405391421831
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -19,6054306942679
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -15,0080590176794
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 8,78634584265926
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 13,1067868925919
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 17,9101715607692
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 3,20652120047181
0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, -70,8138485106084
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 31,9972417668798
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 2,28863199429593
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, -74,5222212489656
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 19,249850520791
0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -15,6086080494137
