root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 380,258223743729
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1113,36577002427
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -0,0812610618681582
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 165,118089692699
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 80,4633870960232
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 103,041656783098
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 400,424492822631
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 4,25856360233049
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 889,001021492756
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, -47,8791609600739
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 583,919979041997
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 798,735876367246
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 839,190818044108
0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 311,244043004041
0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 775,4933004514
0, 1, 1, 1, 0, 0, 0, 0, 0, 0, -106,140354479931
