root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 51,7968684346221
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 861,429668397822
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, -56,1455204489162
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1031,8856514062
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 76,7448088384384
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 995,647727151755
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 643,684440092673
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -64,1096548208458
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 883,991675594885
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, -116,847102971633
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1102,57328759844
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 493,082536846321
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 606,02905329772
0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 236,797098754316
0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 868,947904095065
0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 252,50731535657
