root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, -30,813508207857
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 116,135042196574
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 940,96038296404
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 234,398858105628
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1065,73045048394
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, -30,6541839879916
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 286,379633105082
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, -71,8811883231192
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 417,842746926177
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 643,510866477698
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -6,60805618507842
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 959,468142079142
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -22,5519165407783
0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 491,403931038394
0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 891,025191767068
0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1158,08794161273
