root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 467,614298711397
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, -44,0231977931919
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 880,437754857035
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -41,8501187482972
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1031,70116807467
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, -30,172372186879
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 709,065185467666
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, -82,3407520520434
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 418,045280267584
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 731,471797209311
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -19,5779003935604
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 971,204818478426
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 949,5058052686
0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 445,057495695351
0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1070,16337426789
0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1187,58370708947
