root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 479,154136835924
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 110,326602359914
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1014,02158443367
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -41,3914008915225
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1063,1900821709
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, -30,5651705750829
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 369,932547837319
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, -81,8296248869724
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 386,044981548835
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 646,402476046869
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -14,3881884093598
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 958,713691379113
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -76,9611333833531
0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 493,57347680079
0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1080,76115226001
0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1158,24177744291
