root, time_passes, gvn, instcombine, inline, jump_threading, simplifycfg, sccp, print_used_types, ipsccp, iv_users, licm, 0
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -75,4555194263893
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 47,6768064492495
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, -50,9463309605505
0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, -18,2758946991641
0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1,99343384109319
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1,60687161066859
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -20,1566434431559
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, -66,4315732545344
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0,819525553450062
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, -9,71953878281952
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, -4,15359506790001
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 45,8609094249058
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -15,427976857153
0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 22,2382928046147
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, -36,7106416526168
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 57,7271419036964
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, -82,5513691618193
0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, -89,9525699139262
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9,34276385029883
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, -24,3134446807668
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -1,97570209210567
0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 30,2732744537782
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 31,6129801390417
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, -0,244622040908052
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 30,3663474166656
0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, -37,6766674925701
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 16,1717514234914
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, -64,7812599485682
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -0,572778865654785
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 24,7313178657233
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, -35,6817011429676
0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, -68,175555938441
0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 14,7033093883315
0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 69,0717588407065
0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 4,672894852843
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1,93930215712706
0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, -72,0741296668941
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 43,0967370528876
