root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, -209,601386718965
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, -206,596939011262
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -5,0497332440452
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 96,2454050763722
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -77,3919237391389
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, -204,592912018882
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, -261,885976806559
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -260,773456588984
0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 213,528307820985
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, -98,253001162101
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 178,659399622572
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, -62,8223894392913
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 111,239804469157
0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 44,3029650360249
0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 12,4689314801645
0, 0, 0, 1, 0, 1, 0, 1, 0, 0, -254,886543365555
