root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 14,4823985668195
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, -120,111584846189
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 402,729027126865
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -167,389587834921
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 89,8523442834138
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 659,430914877703
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 139,410648984687
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1069,66746871265
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 576,3930050317
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 286,280398926031
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 843,040196333399
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -177,321359944608
0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 737,751863217142
0, 1, 0, 0, 1, 0, 0, 1, 0, 0, -127,413527782914
0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1016,7730414216
0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1217,9952136333
