root, time_passes, gvn, instcombine, inline, jump_threading, simplifycfg, sccp, print_used_types, ipsccp, iv_users, licm, 0
0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 29,7622079073697
0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 12,9326687656148
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, -55,9300602145215
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 33,5658155765163
0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, -4,45425655365272
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, -66,4355223857055
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 26,7871353944547
0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 10,8504435261775
0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 31,9950235987684
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, -0,22813781864717
0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, -83,4790664736551
0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 11,9636098472611
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 13,9441069803991
0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, -55,1839592249718
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, -72,0488811412431
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, -3,46970327692374
0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 13,544960639803
0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, -40,9610809255814
0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, -73,3982507136074
0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -69,6848319914377
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1,29283839436784
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -39,8323442699799
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, -89,6520384465175
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, -7,70668552740838
0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, -18,5598120968894
0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -8,33618069665067
0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, -78,9365708278544
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, -60,9665748184877
0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 23,1239339797077
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 13,6019571367715
0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, -93,5665028003422
0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, -46,7625614043683
0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, -19,4703769188143
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 11,0672683594386
0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 7,56985055173412
0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, -95,0191995813464
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, -86,9635251042426
0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, -34,1247665112904
