root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 194,233963447756
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, -33,6829198002389
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 678,47496981084
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 316,482581086487
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -148,702348328455
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1019,16183852612
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -88,5133297480243
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 617,423815615715
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 359,038459037358
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1059,56222617
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 455,243199095504
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1171,86866081703
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1086,88094701077
0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 235,500593272073
0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 570,660935343553
0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 247,522759216441
