root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 106,172151406183
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 307,286753291378
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 637,565239652165
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 291,997945985768
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -149,080289664719
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 797,630967386044
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 846,890370999324
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 910,418609304589
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 420,384149081299
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1037,30413566146
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 347,871127814716
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1144,89851387746
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1126,22081877515
0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 246,547012731144
0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 581,668939185265
0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 627,733205220322
