root, Base, HostnameLookups, KeepAlive, EnableSendfile, FollowSymLinks, AccessLog, ExtendedStatus, InMemory, Handle, 0
0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 107,370987678129
0, 0, 1, 0, 1, 0, 0, 0, 0, 0, -61,9690257217847
0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 655,535118374276
0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 316,045560384434
0, 0, 0, 1, 0, 0, 1, 0, 0, 0, -139,301161205475
0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 926,116517399558
0, 1, 0, 0, 0, 0, 1, 0, 0, 0, -101,383728291297
0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 690,37077562051
0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 418,276072984946
0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 292,706060586399
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 308,07093800914
0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1145,63768315559
0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1126,97033649687
0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 236,938281816775
0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 572,649578793287
0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 634,995710453614
